osm_id,lat,lon,name,store_type
1708633189,51.4962752,-0.0152244,Tesco Express,Express
1729750838,51.3819374,-0.2832631,Tesco Express,Express
1798788054,51.5742201,-0.2012458,Tesco Express,Express
1831960862,51.4851474,-0.0940476,Tesco Express,Express
1838505902,51.477867,-0.0817237,Tesco Express,Express
1859056493,51.5642399,-0.1314912,Tesco Express,Express
1932320588,51.5042916,-0.0817391,Tesco Express,Express
1993188867,51.5852933,-0.2812476,Tesco Express,Express
2005041773,51.5227929,-0.0870035,Tesco Express,Express
2047105804,51.5379094,-0.1169875,Tesco Express,Express
2059549200,51.5082399,0.0193304,Tesco Express,Express
2078933459,51.543353,-0.0910713,Tesco Express,Express
2096431153,51.4770792,-0.2860833,Tesco Express,Express
2123216836,51.564295,-0.1050213,Tesco Express,Express
2142546835,51.5303907,0.0398427,Tesco Express,Express
2169672582,51.5209123,-0.0897793,Tesco Express,Express
2226750520,51.4124519,-0.3004309,Tesco Express,Express
2250250675,51.4635395,-0.1860279,Tesco Express,Express
2284359844,51.671775,0.0999284,Tesco Express,Express
2320089166,51.5052785,-0.02126,Tesco Express,Express
2326315391,51.5859108,0.082181,Tesco,Superstore
2342567906,51.577257,0.0688692,Tesco Express,Express
2362405097,51.3796343,-0.0994998,Tesco Express,Express
2372225021,51.4895181,-0.1049758,Tesco Express,Express
2375265503,51.5535053,-0.3146524,Tesco Express,Express
2453702437,51.6130947,-0.0650171,Tesco Express,Express
2458613938,51.6847827,0.0025535,Tesco,Superstore
2479421300,51.4592999,0.049503,Tesco Express,Express
2482679705,51.5257881,-0.0965872,Tesco Express,Express
2510680971,51.4468965,-0.1279241,Tesco Express,Express
2522664038,51.551323,0.1995582,Tesco Express,Express
2534788005,51.507195,-0.0739372,Tesco Express,Express
2611039862,51.4983542,-0.0697691,Tesco Express,Express
2619897379,51.5154829,-0.0722829,Tesco Express,Express
2666976057,51.4644069,-0.2372292,Tesco Express,Express
2672314316,51.4766391,-0.1128178,Tesco Express,Express
2687082149,51.5491942,-0.1177275,Tesco Express,Express
2707267021,51.4895641,-0.1115009,Tesco Express,Express
2739341953,51.4967911,-0.1335948,Tesco Express,Express
2866270798,51.5383016,-0.1423429,Tesco Express,Express
2933457717,51.6069887,-0.111302,Tesco Wood Green Express,Express
2965306882,51.4759924,-0.1180919,Tesco Express,Express
3041705494,51.509047,-0.1344125,Tesco Express,Express
3043305147,51.3855128,-0.2525424,Tesco Express,Express
3044755294,51.468558,-0.1132469,Tesco Express,Express
3082889777,51.5862185,-0.0915097,Tesco Express,Express
3111718174,51.3725673,-0.4871625,Tesco,Unknown
3172653748,51.4752754,-0.1319555,Tesco Express,Express
3230191330,51.4363025,-0.1581264,Tesco Express,Express
3237045516,51.4427021,-0.1884821,Tesco Express,Express
3239229105,51.4995084,-0.0094767,Tesco Express,Express
3249150758,51.531313,-0.216861,Tesco Express,Express
3333957924,51.5028657,-0.1104465,Tesco Express,Express
3356875069,51.515233,-0.0970086,Tesco Express,Express
3400610053,51.3465516,-0.2839057,Tesco Express,Express
3403716526,51.4349276,-0.465269,Tesco Express,Express
3409720314,51.4239336,-0.2155559,Tesco Express,Express
3411914993,51.590682,-0.103922,Tesco Express,Express
3453947317,51.522997,-0.260491,Tesco Express,Express
3475322954,51.5381431,-0.0859555,Tesco Express,Express
3624879490,51.5414744,-0.2606454,Tesco Express,Express
3637645294,51.5205416,-0.1408715,Tesco Express,Express
3702122896,51.5443517,-0.1752761,Tesco Express,Express
3764241097,51.5799773,-0.3364082,Tesco Express,Express
3882190083,51.4739488,-0.0208845,Tesco Express,Express
3886927070,51.4260024,-0.051697,Tesco Express,Express
3895330965,51.5418566,-0.3466424,Tesco Express,Express
3896724198,51.5476923,-0.1256976,Tesco Express,Express
3916056357,51.5144729,-0.0280416,Tesco Express,Express
3920479538,51.5263226,-0.0283293,Tesco Express,Express
3932136288,51.4924534,0.0713543,Tesco Express,Express
3943306954,51.5168739,-0.0663398,Tesco Express,Express
4130496750,51.5454991,-0.0760258,Tesco Express,Express
4143127504,51.3744102,-0.4062669,Tesco Express,Express
4210776248,51.4848813,-0.1831791,Tesco Express,Express
4270698824,51.4996545,-0.1119133,Tesco Express,Express
4273932983,51.4746203,-0.0949548,Tesco Express,Express
4350296860,51.5326271,-0.0294582,Tesco Express,Express
4492036691,51.563598,-0.0590042,Tesco Express,Express
4505836989,51.423744,-0.0037268,Tesco Express,Express
4546341572,51.362834,-0.2765493,Tesco Express,Express
4547851453,51.4755745,-0.2395054,Tesco,Superstore
4570948113,51.5320883,-0.0595154,Tesco Express,Express
4654216353,51.6082705,0.106303,Tesco Express,Express
4681538886,51.571484,0.013787,1 Stop Halal at Tesco,Unknown
4729920549,51.4651626,-0.1033211,Tesco Express,Express
4730950121,51.4885697,-0.193035,Tesco Express,Express
4836804013,51.65283,-0.4079027,Tesco Express,Express
4839730644,51.6543381,-0.3946959,Tesco Express,Express
4891741637,51.5086348,-0.0095522,Tesco Express,Express
4904397237,51.4357855,-0.1771897,Tesco Express,Express
4954373908,51.5034331,-0.0912934,Tesco Express,Express
5007757613,51.5064825,-0.2491087,Tesco,Superstore
5037491459,51.5541756,-0.2552329,Tesco Opticians,Unknown
5111838340,51.5127946,-0.0379256,Tesco Express,Express
5141539547,51.4404952,-0.1059374,Tesco Express,Express
5261589321,51.4943025,-0.0926232,Tesco Express,Express
5337276830,51.5533018,0.0545755,Tesco Express,Express
5370783637,51.5763318,0.1821516,Tesco Express,Express
5532883991,51.5990267,-0.1029475,Tesco Express,Express
5664384844,51.4667211,-0.090314,Tesco Express,Express
5737551713,51.5299725,-0.0864356,Tesco Express,Express
5749897910,51.6149618,-0.246678,Tesco Express,Express
5836325723,51.5544374,-0.2556188,Tesco Mobile,Unknown
5856272727,51.6337182,-0.4701152,Tesco,Superstore
5966035998,51.3885784,-0.0522357,Tesco Express,Express
5996343886,51.3229822,-0.1995599,Tesco Express,Express
6186419999,51.3342372,-0.2685171,Tesco Express,Express
6654035840,51.4673929,-0.3668618,Tesco Express,Express
6655557352,51.4503051,-0.0166675,Tesco Express,Express
6971090332,51.4657103,-0.2984897,Tesco Express,Express
7042171556,51.514763,-0.1878253,Tesco Express,Express
7215512398,51.492156,-0.0655772,Tesco Express,Express
7255743588,51.4813282,-0.0110531,Tesco Express,Express
7258934970,51.52642,-0.0095713,Tesco Bakery,Unknown
7288776717,51.5183705,-0.1126045,Tesco Express,Express
7359098898,51.4921572,-0.0378471,Tesco Express,Express
7365925075,51.5119964,-0.0732653,Tesco Bakery,Unknown
7595915257,51.5420409,-0.1789312,Tesco Express,Express
7644671846,51.4991616,-0.1003466,Tesco Express,Express
7833718452,51.5260179,-0.4584438,Tesco Express,Express
7887985297,51.6688734,-0.0163495,Tesco Express,Express
7903578872,51.5177026,0.0751163,Tesco Fresh Halal Butchers,Unknown
8462302952,51.4892684,0.066274,Tesco Extra,Extra
8494592940,51.4387849,-0.1558949,Tesco Express,Express
8529268156,51.5573287,-0.2818909,Tesco Express,Express
8664382206,51.4185207,-0.1622522,Tesco Express,Express
8690661903,51.4251582,-0.1638177,Tesco Express,Express
8702886351,51.5035787,-0.3173134,Tesco Express,Express
8777045340,51.5034549,-0.2432332,Tesco Express,Express
8940073200,51.4152374,0.0180202,Tesco Express,Express
9199116252,51.4482592,-0.2155714,Tesco Express,Express
9284011630,51.602141,-0.0543791,Tesco Express,Express
9325741425,51.4710493,-0.35396,Tesco Express,Express
9330506150,51.3611316,-0.2175676,Tesco Express,Express
9392234954,51.5002687,-0.1044018,Tesco Express,Express
9392289400,51.6054653,-0.1227312,Tesco Express,Express
9392672158,51.6697606,-0.4085125,Tesco Express,Express
9392700410,51.3988969,-0.0190276,Tesco Express,Express
9392706983,51.570935,0.1323724,Tesco Express,Express
9392748921,51.3692386,-0.2954266,Tesco Express,Express
9392759078,51.540736,0.0388102,Tesco Express,Express
9392807496,51.4429727,0.2269632,Tesco Express,Express
9392850763,51.6264976,-0.2703828,Tesco Express,Express
9392956863,51.5628821,0.1209676,Tesco Express,Express
9392965296,51.4811783,-0.2126603,Tesco Express,Express
9396771898,51.5318922,-0.3723694,Tesco Express,Express
9396858134,51.5881447,-0.363019,Tesco Express,Express
9397941155,51.5203633,-0.4144737,Tesco Express,Express
9397984519,51.5827724,-0.2283774,Tesco Express,Express
9399173009,51.5601458,-0.2513002,Tesco Express,Express
9399195677,51.487523,-0.2257509,Tesco Express,Express
9399210576,51.526458,-0.0658093,Tesco Express,Express
9399283210,51.4164385,-0.1525587,Tesco Express,Express
9399311514,51.5292764,-0.075295,Tesco Express,Express
9399312342,51.4086945,-0.27428,Tesco Express,Express
9399320691,51.5373986,-0.3894675,Tesco Express,Express
9399334158,51.6155005,-0.1764821,Tesco Express,Express
9399334644,51.6112512,-0.4248995,Tesco Express,Express
9399338744,51.6324644,-0.1421899,Tesco Express,Express
9399338745,51.5851724,-0.3805143,Tesco Express,Express
9399470314,51.4781467,-0.1463986,Tesco Express,Express
9399484534,51.6834166,-0.3168105,Tesco Express,Express
9399495591,51.500527,-0.383135,Tesco Express,Express
9399507468,51.5609819,-0.3810959,Tesco Express,Express
9399537267,51.399656,-0.075191,Tesco Express,Express
9399542179,51.4918251,-0.380922,Tesco Express,Express
9399581734,51.4018194,-0.1182116,Tesco Express,Express
9399590091,51.6086481,0.2985456,Tesco Express,Express
9399613614,51.6910201,-0.4015275,Tesco Express,Express
9399627741,51.6904952,-0.033571,Tesco Express,Express
9402337018,51.480683,-0.0220465,Tesco Express,Express
9404364725,51.4717111,-0.0698836,Tesco Express,Express
9500795034,51.6929,-0.1807914,Tesco,Express
9533980490,51.4249057,-0.1316223,Tesco Extra,Extra
10155567236,51.6097464,-0.0476642,Tesco Mobile,Unknown
10293987319,51.369957,-0.3652201,Tesco Express,Express
10554377508,51.5521225,-0.0809692,Tesco Express,Express
10759663505,51.5608456,0.0696689,Tesco Express,Express
10764706646,51.5634918,0.0820737,Tesco Express,Express
10780233403,51.4867902,-0.1150326,Tesco,Superstore
10815877700,51.5600141,0.0935689,Tesco Express,Express
10822841720,51.5006711,-0.4213361,Tesco Express,Express
10822846674,51.5990655,-0.4095036,Tesco Express,Express
10822853315,51.5257591,-0.4823917,Tesco Express,Express
10944081719,51.4290845,-0.0136708,Tesco Express,Express
11103305571,51.5647746,-0.3666097,Tesco Express,Express
11103371362,51.5871452,-0.0428102,Tesco Express,Express
11103406545,51.6168724,0.2908453,Tesco Express,Express
11103430878,51.5518963,-0.2957165,Tesco Express,Express
11103486832,51.5863505,-0.2204507,Tesco Express,Express
11103494692,51.627644,-0.3865211,Tesco Express,Express
11427649175,51.5453362,-0.0214314,Tesco Express,Express
11586916778,51.505997,-0.3368034,Tesco Express,Express
11617952535,51.4904406,-0.1223543,Tesco Express,Express
11669300745,51.5239931,-0.1025821,Tesco Express,Express
11793876773,51.655786,-0.2684551,Tesco Mobile,Unknown
12007863420,51.5874233,-0.1193267,Tesco Express,Express
12361911780,51.4873658,0.056171,Tesco Express,Express
12412223317,51.4749209,-0.3438961,Tesco Express,Express
12445943510,51.5213147,-0.0817853,Tesco Express,Express
12525089604,51.6940904,-0.1810446,Tesco Mobile,Unknown
12532983504,51.4756016,-0.0258204,Tesco Express,Express
12569614023,51.4735125,-0.0570686,Tesco Express,Express
12729367480,51.3158067,-0.1646173,Tesco,Superstore
12739829774,51.4612541,0.0275416,Tesco Express,Express
12768742101,51.3675608,-0.4447038,Tesco Express,Express
12880660541,51.4703344,-0.0285726,Tesco Express,Express
13116959729,51.5034938,-0.1052162,Tesco Express,Express
13277678215,51.573108,-0.0884861,Tesco Express,Express
13416350163,51.42494,-0.1321163,Tesco Mobile,Unknown
13534593333,51.5033476,-0.033848,Tesco Express,Express
13614745498,51.4128312,0.1228407,Tesco Mobile,Unknown
13623494025,51.5873321,-0.1639941,Tesco Express,Express
4425413,51.5743073,-0.2148519,Tesco,Superstore
4976041,51.4598544,-0.1196612,Tesco,Superstore
4993543,51.6508898,-0.0767531,Tesco,Superstore
4996178,51.4930249,-0.2015256,Tesco,Superstore
5053285,51.4593488,-0.4150804,Tesco,Superstore
5465511,51.4619387,-0.0682609,Tesco Express,Express
6197541,51.6099854,-0.0484011,Tesco Lea Valley Extra,Extra
7848031,51.4591403,-0.3375478,Tesco Extra,Extra
8045094,51.6556468,-0.2691783,Tesco Extra,Extra
9935799,51.4857771,-0.330076,Tesco Extra,Extra
12542796,51.6480542,-0.0476222,Tesco Extra,Extra
14760316,51.396439,-0.0501575,Tesco,Superstore
20184879,51.4455452,-0.4727567,Tesco Extra,Extra
22870680,51.6072532,-0.154855,Tesco Extra,Extra
23039045,51.402393,-0.2399906,Tesco Extra,Extra
23404598,51.443754,-0.4129985,Tesco,Superstore
23463906,51.4889781,0.2754981,Tesco Extra,Extra
23507206,51.5540237,-0.2553889,Tesco Extra,Extra
24533080,51.3753454,-0.2067332,Tesco Extra,Extra
24829451,51.4888141,-0.0760045,Tesco,Superstore
27712730,51.5921111,0.0401776,Tesco,Superstore
28531906,51.6031356,-0.1920654,Tesco Superstore Finchley,Superstore
28808114,51.5718503,0.0138803,Tesco,Superstore
29635140,51.5469339,-0.0526636,Tesco,Superstore
31696388,51.6177745,-0.0053898,Tesco Express,Express
33310117,51.648078,-0.1301605,Tesco Express,Express
35968587,51.4000431,0.0316044,Tesco,Superstore
36771814,51.5319317,-0.1211544,Tesco Express,Express
37229466,51.4125897,0.1226963,Tesco,Superstore
41413710,51.3766361,-0.034448,Tesco Express,Express
42578568,51.5438125,0.2082761,Tesco,Superstore
44186564,51.6517156,-0.3875997,Tesco Extra,Extra
45072136,51.5247617,-0.3849372,Tesco Extra,Extra
45695226,51.5969732,-0.3954259,Tesco,Superstore
55632529,51.5744743,-0.0121324,Tesco,Superstore
71038241,51.6461739,-0.1671653,Tesco Express,Express
77664690,51.540928,-0.2029969,Tesco Express,Express
79182809,51.4664142,-0.065756,Tesco Express,Express
84151784,51.3786078,-0.3888639,Tesco Express,Express
105467200,51.53694,-0.1916228,Tesco Express,Express
106332709,51.6657914,-0.0430689,Tesco Express,Express
108251964,51.5235666,-0.1433532,Tesco Express,Express
110245095,51.5742191,-0.41272,Tesco Express,Express
111490414,51.4922392,-0.1393088,Tesco Express,Express
119451230,51.4990756,-0.4077505,Tesco Extra,Extra
122598876,51.5410557,0.148354,Tesco Express,Express
122867220,51.5433905,0.1652038,Tesco Express,Express
122885827,51.5516352,0.15273,Tesco Express,Express
131633026,51.5658056,0.1919145,Tesco Extra,Extra
137721387,51.3369173,-0.1170549,Tesco Extra,Extra
140463824,51.4888545,-0.2058635,Tesco Express,Express
144169896,51.5431997,0.0119512,Tesco Express,Express
144473838,51.3739537,0.0966303,Tesco Extra,Extra
145180508,51.4408135,-0.0594285,Tesco Express,Express
145468853,51.3088657,0.037361,Tesco Express,Express
148146068,51.521025,-0.1567275,Tesco Express,Express
148519518,51.5142711,-0.124466,Tesco Express,Express
148523751,51.5109923,-0.1194489,Tesco Express,Express
150212783,51.5286969,-0.3524401,Tesco Express,Express
155604892,51.3753291,-0.1936076,Tesco Express,Express
157322995,51.5206237,-0.0744709,Tesco Express,Express
159741241,51.5071259,-0.206346,Tesco Express,Express
160190860,51.5902471,-0.01656,Tesco Express,Express
160272330,51.5936772,0.2185554,Tesco Extra,Extra
160977063,51.4846081,0.0034103,Tesco Express,Express
161710614,51.5181231,-0.10285,Tesco Express,Express
161955465,51.3722697,-0.4873376,Tesco Extra,Extra
162967630,51.4170692,-0.4247663,Tesco Extra,Extra
164599242,51.5244804,-0.0776122,Tesco Express,Express
165339310,51.312155,-0.3360627,Tesco,Superstore
165339334,51.3116655,-0.3354905,Tesco,Express
168241816,51.4228982,-0.1067379,Tesco Express,Express
171417018,51.6131479,-0.1589357,Tesco Express,Express
172292289,51.5176079,0.0756004,Tesco Extra,Extra
176347850,51.4664028,-0.0126086,Tesco,Superstore
177636886,51.4169029,-0.0735886,Tesco Express,Express
182321436,51.520151,0.1910242,Tesco Extra,Extra
184558484,51.6972539,0.1080933,Tesco,Superstore
186972124,51.5862194,-0.3336919,Tesco,Superstore
187982450,51.625879,-0.1601009,Tesco Express,Express
188973453,51.3924374,0.0024644,Tesco Express,Express
190477335,51.4408485,-0.3882178,Tesco Express,Express
190480141,51.4307763,-0.3900967,Tesco Express,Express
197065392,51.3758113,-0.1016934,Tesco Express,Express
197801009,51.5911758,-0.0049968,Tesco Express,Express
198626057,51.653792,-0.0913266,Tesco Express,Express
198678836,51.3737327,-0.098812,Tesco Express,Express
198992575,51.6164181,-0.275048,Tesco Express,Express
199561815,51.5559744,-0.1789296,Tesco Express,Express
199794413,51.3448205,-0.4745758,Tesco Extra,Extra
203967495,51.5803667,-0.0324518,Tesco Express,Express
204485943,51.4337633,-0.185505,Tesco Express,Express
204488358,51.4570139,-0.1947026,Tesco Express,Express
204911602,51.4332003,0.1031824,Tesco Express,Express
205098836,51.5358765,-0.1023591,Tesco Express,Express
205748432,51.4927668,-0.2585076,Tesco Express,Express
210085408,51.5171908,-0.2055839,Tesco Express,Express
211187819,51.5265566,-0.0097585,Tesco,Superstore
213915809,51.3634799,-0.0981062,Tesco Express,Express
215416573,51.4462512,-0.0222115,Tesco,Superstore
216676448,51.5872897,-0.0370028,Tesco Express,Express
219880855,51.4945242,-0.0459196,Tesco Extra,Extra
221661338,51.3866927,-0.0969704,Tesco Express,Express
223047451,51.4485106,-0.0037662,Tesco Express,Express
223059902,51.4606961,-0.3039489,Tesco Express,Express
223063426,51.5018405,-0.0255853,Tesco Express,Express
223064229,51.4977327,-0.018681,Tesco Express,Express
223454852,51.6328354,-0.3402629,Tesco Express,Express
223460740,51.47336,0.1815234,Tesco Express,Express
223934403,51.58276,-0.0994263,Tesco Express,Express
225491645,51.4446302,-0.2050058,Tesco Express,Express
225987758,51.6081083,-0.0024801,Tesco,Superstore
227699535,51.5349254,0.0526385,Tesco Express,Express
228113378,51.5999061,0.0198644,Tesco Express,Express
228952326,51.5962643,-0.2941862,Tesco Express,Express
228952327,51.6009866,-0.3167906,Tesco Express,Express
231619150,51.6481859,-0.3557967,Tesco Express,Express
232282145,51.3858056,-0.1104726,Tesco Express,Express
232841313,51.4868108,0.0906759,Tesco Express,Express
232841718,51.4616233,0.1099668,Tesco,Superstore
235365912,51.3654955,-0.1853394,Tesco Express,Express
237969432,51.5601998,-0.1145273,Tesco Express,Express
238942346,51.4515097,0.0501221,Tesco Express,Express
247889209,51.5532719,-0.2952655,Tesco Express,Express
253758447,51.5156275,-0.4772941,Tesco,Superstore
256656481,51.5664217,0.1118906,Tesco Extra,Extra
256915443,51.5367555,-0.2466033,Tesco,Superstore
258876185,51.4067448,-0.0328086,Tesco Express,Express
261665947,51.5352164,-0.006129,Tesco Express,Express
263689139,51.5334114,0.1055983,Tesco Express,Express
263692241,51.536412,0.0708239,Tesco,Superstore
264032020,51.5688998,-0.1121568,Tesco,Superstore
264127745,51.5167345,-0.0687104,Tesco Express,Express
266454642,51.3450577,-0.249102,Tesco Express,Express
273181996,51.5429708,-0.0477593,Tesco,Superstore
273184720,51.640828,-0.4909701,Tesco Express,Express
277827641,51.4800798,-0.4134321,Tesco Express,Express
278100982,51.445354,-0.3380492,Tesco Express,Express
279612297,51.5476533,-0.4816303,Tesco Express,Express
281843603,51.5847248,-0.0713761,Tesco,Superstore
284896895,51.4943424,-0.1822137,Tesco Express,Express
285592717,51.4462293,-0.3289884,Tesco Express,Express
289309563,51.4257429,-0.3385908,Tesco,Superstore
291678118,51.3757895,-0.2223723,Tesco Express,Express
291687169,51.5470074,-0.1419711,Tesco Express,Express
294640992,51.516874,-0.1301566,Tesco Express,Express
294873232,51.5238879,-0.1376847,Tesco Express,Express
312265219,51.5338273,-0.3188847,Tesco,Superstore
313382311,51.3719603,-0.4889506,Tesco Extra,Extra
314655261,51.5372314,0.0801352,Tesco Express,Express
316861525,51.3990539,-0.0996571,Tesco,Superstore
320232003,51.5030337,-0.4664711,Tesco Express,Express
325254582,51.6076836,-0.2961324,Tesco Express,Express
326053787,51.5171048,-0.0801224,Tesco Express,Express
326309774,51.4630374,-0.1151869,Tesco Express,Express
327261692,51.4746926,-0.152457,Tesco Express,Express
330953401,51.4482735,-0.1899576,Tesco Express,Express
332768889,51.5788346,-0.0069307,Tesco Express,Express
332936290,51.3465274,-0.2838606,Tesco Express,Express
337245681,51.4478541,-0.1125368,Tesco Express,Express
342528587,51.5253329,-0.1794166,Tesco Express,Express
350633923,51.5285317,0.1896181,Tesco Express,Express
356671956,51.5119452,-0.0732561,Tesco Express,Express
359396964,51.4081109,-0.3680222,Tesco,Superstore
359797473,51.5825838,-0.3539035,Tesco Express,Express
366541416,51.4222518,-0.4406089,Tesco Express,Express
367518276,51.5090259,-0.1984644,Tesco Express,Express
368694193,51.5209655,-0.0520278,Tesco Express,Express
369188798,51.5144643,-0.058968,Tesco Express,Express
386989415,51.4056261,-0.0652242,Tesco Express,Express
411021348,51.5283943,-0.1819315,Tesco Express,Express
423437080,51.42832,-0.3550861,Tesco Express,Express
434028041,51.4208109,-0.2050647,Tesco Express,Express
438335680,51.3971334,-0.1160754,Tesco Express,Express
440477742,51.5526346,-0.0875983,Tesco Express,Express
453271922,51.4848152,-0.2344582,Tesco Express,Express
458783535,51.5489837,0.0432902,Tesco Express,Express
460210925,51.5270966,-0.0615249,Tesco Express,Express
460408488,51.4642989,-0.267709,Tesco Express,Express
461431056,51.467587,-0.2662985,Tesco Express,Express
469166071,51.4187808,-0.1782203,Tesco Express,Express
469976736,51.526341,0.0292335,Tesco Express,Express
471648077,51.5126564,-0.1045379,Tesco Express,Express
486813687,51.518315,-0.2109483,Tesco Express,Express
497027465,51.5635543,-0.1187798,Tesco Express,Express
497785787,51.5706987,-0.1466241,Tesco Express,Express
499072642,51.477162,-0.327303,Tesco Express,Express
507095517,51.5609582,0.0081706,Tesco Express,Express
514289975,51.6943214,-0.2849272,Tesco Express,Express
532315480,51.4778927,-0.189345,Tesco Express,Express
571203155,51.5083459,-0.2811952,Tesco Express,Express
572711397,51.5202275,-0.1061266,Tesco Express,Express
575982856,51.4757709,-0.2148389,Tesco Express,Express
579663203,51.5979698,-0.279811,Tesco Express,Express
